69.5,  6.221,  6.763,  7.372,  8.060,  8.840,  9.728,  10.745
70.0,  6.302,  6.850,  7.467,  8.163,  8.952,  9.851,  10.88
70.5,  6.382,  6.937,  7.561,  8.265,  9.064,  9.973,  11.014
71.0,  6.461,  7.023,  7.654,  8.367,  9.174,  10.094,  11.147
71.5,  6.540,  7.108,  7.747,  8.468,  9.285,  10.215,  11.279
72.0,  6.619,  7.193,  7.839,  8.568,  9.394,  10.334,  11.41
72.5,  6.697,  7.278,  7.931,  8.667,  9.502,  10.453,  11.54
73.0,  6.774,  7.361,  8.021,  8.766,  9.610,  10.571,  11.669
73.5,  6.851,  7.444,  8.111,  8.864,  9.716,  10.687,  11.797
74.0,  6.927,  7.526,  8.200,  8.960,  9.821,  10.801,  11.922
74.5,  7.001,  7.607,  8.287,  9.055,  9.925,  10.915,  12.046
75.0,  7.075,  7.687,  8.374,  9.149,  10.027,  11.026,  12.168
75.5,  7.148,  7.766,  8.459,  9.242,  10.128,  11.136,  12.289
76.0,  7.221,  7.844,  8.544,  9.334,  10.228,  11.246,  12.408
76.5,  7.293,  7.922,  8.628,  9.425,  10.328,  11.354,  12.527
77.0,  7.365,  7.999,  8.712,  9.517,  10.427,  11.463,  12.646
77.5,  7.437,  8.078,  8.797,  9.609,  10.527,  11.572,  12.765
78.0,  7.511,  8.157,  8.883,  9.702,  10.628,  11.682,  12.886
78.5,  7.585,  8.237,  8.970,  9.796,  10.731,  11.794,  13.008
79.0,  7.660,  8.319,  9.058,  9.892,  10.835,  11.907,  13.132
79.5,  7.737,  8.402,  9.148,  9.989,  10.941,  12.023,  13.26
80.0,  7.816,  8.487,  9.240,  10.089,  11.050,  12.142,  13.389
80.5,  7.897,  8.574,  9.335,  10.192,  11.161,  12.264,  13.523
81.0,  7.979,  8.663,  9.431,  10.296,  11.276,  12.388,  13.659
81.5,  8.064,  8.755,  9.530,  10.404,  11.393,  12.517,  13.8
82.0,  8.150,  8.848,  9.631,  10.514,  11.513,  12.647,  13.943
82.5,  8.238,  8.943,  9.735,  10.626,  11.635,  12.781,  14.09
83.0,  8.328,  9.040,  9.840,  10.741,  11.760,  12.918,  14.24
83.5,  8.419,  9.139,  9.947,  10.858,  11.888,  13.058,  14.393
84.0,  8.512,  9.240,  10.057,  10.977,  12.017,  13.200,  14.549
84.5,  8.606,  9.342,  10.167,  11.097,  12.149,  13.344,  14.708
85.0,  8.702,  9.445,  10.280,  11.220,  12.283,  13.491,  14.869
85.5,  8.798,  9.550,  10.393,  11.344,  12.418,  13.639,  15.033
86.0,  8.895,  9.655,  10.508,  11.468,  12.555,  13.789,  15.197
86.5,  8.993,  9.761,  10.623,  11.594,  12.692,  13.940,  15.363
87.0,  9.227,  10.015,  10.900,  11.896,  13.024,  14.304,  15.765
87.5,  9.324,  10.121,  11.015,  12.022,  13.161,  14.455,  15.932
88.0,  9.421,  10.226,  11.130,  12.148,  13.299,  14.607,  16.099
88.5,  9.518,  10.331,  11.244,  12.273,  13.436,  14.758,  16.266
89.0,  9.614,  10.436,  11.358,  12.398,  13.573,  14.909,  16.433
89.5,  9.709,  10.540,  11.472,  12.522,  13.710,  15.059,  16.6
90.0,  9.805,  10.644,  11.585,  12.646,  13.846,  15.210,  16.767
90.5,  9.900,  10.747,  11.698,  12.770,  13.983,  15.360,  16.933
91.0,  9.994,  10.850,  11.811,  12.894,  14.119,  15.511,  17.1
91.5,  10.089,  10.953,  11.924,  13.018,  14.255,  15.662,  17.267
92.0,  10.183,  11.056,  12.037,  13.142,  14.392,  15.813,  17.435
92.5,  10.277,  11.159,  12.149,  13.265,  14.528,  15.964,  17.603
93.0,  10.372,  11.262,  12.262,  13.390,  14.665,  16.116,  17.772
93.5,  10.466,  11.366,  12.376,  13.514,  14.803,  16.268,  17.942
94.0,  10.561,  11.469,  12.489,  13.639,  14.941,  16.421,  18.112
94.5,  10.656,  11.573,  12.603,  13.765,  15.080,  16.576,  18.284
95.0,  10.751,  11.678,  12.718,  13.891,  15.220,  16.731,  18.457
95.5,  10.847,  11.783,  12.833,  14.019,  15.361,  16.887,  18.632
96.0,  10.943,  11.888,  12.949,  14.147,  15.502,  17.045,  18.808
96.5,  11.040,  11.994,  13.066,  14.276,  15.646,  17.204,  18.986
97.0,  11.137,  12.101,  13.184,  14.406,  15.790,  17.365,  19.166
97.5,  11.236,  12.209,  13.303,  14.538,  15.936,  17.528,  19.349
98.0,  11.336,  12.319,  13.424,  14.671,  16.084,  17.693,  19.533
98.5,  11.436,  12.429,  13.546,  14.806,  16.235,  17.861,  19.721
99.0,  11.538,  12.542,  13.670,  14.943,  16.387,  18.031,  19.913
99.5,  11.642,  12.655,  13.796,  15.083,  16.542,  18.205,  20.107
100.0,  11.747,  12.771,  13.924,  15.225,  16.700,  18.381,  20.305
100.5,  11.854,  12.889,  14.053,  15.369,  16.861,  18.561,  20.507
101.0,  11.962,  13.008,  14.186,  15.515,  17.024,  18.743,  20.712
101.5,  12.072,  13.130,  14.320,  15.665,  17.190,  18.930,  20.922
102.0,  12.184,  13.253,  14.457,  15.816,  17.360,  19.119,  21.136
102.5,  12.298,  13.379,  14.596,  15.971,  17.532,  19.312,  21.352
103.0,  12.414,  13.506,  14.737,  16.128,  17.707,  19.508,  21.574
103.5,  12.531,  13.636,  14.880,  16.287,  17.885,  19.708,  21.799
104.0,  12.650,  13.767,  15.026,  16.449,  18.066,  19.911,  22.027
104.5,  12.770,  13.900,  15.173,  16.613,  18.249,  20.117,  22.26
105.0,  12.893,  14.035,  15.323,  16.780,  18.436,  20.326,  22.496
105.5,  13.017,  14.173,  15.475,  16.950,  18.626,  20.540,  22.737
106.0,  13.143,  14.312,  15.630,  17.122,  18.818,  20.756,  22.982
106.5,  13.271,  14.454,  15.787,  17.297,  19.015,  20.977,  23.231
107.0,  13.401,  14.598,  15.947,  17.476,  19.214,  21.202,  23.485
107.5,  13.533,  14.744,  16.110,  17.657,  19.417,  21.430,  23.743
108.0,  13.667,  14.892,  16.275,  17.841,  19.623,  21.662,  24.006
108.5,  13.803,  15.043,  16.442,  18.028,  19.833,  21.898,  24.273
109.0,  13.942,  15.196,  16.612,  18.217,  20.046,  22.138,  24.544
109.5,  14.081,  15.351,  16.784,  18.410,  20.261,  22.380,  24.819
110.0,  14.223,  15.508,  16.959,  18.604,  20.479,  22.626,  25.098
110.5,  14.366,  15.666,  17.135,  18.802,  20.701,  22.876,  25.381
111.0,  14.511,  15.827,  17.314,  19.001,  20.924,  23.128,  25.666
111.5,  14.657,  15.989,  17.494,  19.202,  21.151,  23.383,  25.956
112.0,  14.804,  16.152,  17.676,  19.406,  21.379,  23.642,  26.249
112.5,  14.953,  16.317,  17.860,  19.612,  21.610,  23.902,  26.545
113.0,  15.103,  16.484,  18.045,  19.819,  21.843,  24.165,  26.843
113.5,  15.254,  16.652,  18.232,  20.028,  22.078,  24.430,  27.144
114.0,  15.406,  16.820,  18.420,  20.238,  22.315,  24.698,  27.448
114.5,  15.559,  16.990,  18.609,  20.450,  22.553,  24.967,  27.754
115.0,  15.712,  17.160,  18.799,  20.663,  22.792,  25.238,  28.061
115.5,  15.866,  17.331,  18.990,  20.877,  23.033,  25.510,  28.371
116.0,  16.021,  17.503,  19.181,  21.091,  23.274,  25.783,  28.681
116.5,  16.175,  17.674,  19.373,  21.306,  23.516,  26.057,  28.993
117.0,  16.329,  17.846,  19.565,  21.521,  23.759,  26.332,  29.307
117.5,  16.484,  18.018,  19.757,  21.737,  24.002,  26.607,  29.621
118.0,  16.639,  18.190,  19.950,  21.953,  24.246,  26.883,  29.935
118.5,  16.794,  18.363,  20.142,  22.169,  24.489,  27.160,  30.25
119.0,  16.948,  18.534,  20.334,  22.385,  24.734,  27.437,  30.567
119.5,  17.102,  18.706,  20.527,  22.601,  24.977,  27.714,  30.883
120.0,  17.256,  18.878,  20.719,  22.817,  25.222,  27.991,  31.199
