66.0,  5.924,  6.396,  6.920,  7.503,  8.156,  8.887,  9.71
66.5,  6.017,  6.496,  7.028,  7.621,  8.283,  9.026,  9.861
67.0,  6.109,  6.595,  7.135,  7.737,  8.409,  9.163,  10.011
67.5,  6.200,  6.694,  7.242,  7.853,  8.535,  9.300,  10.161
68.0,  6.291,  6.791,  7.348,  7.967,  8.660,  9.436,  10.31
68.5,  6.380,  6.888,  7.453,  8.082,  8.784,  9.572,  10.459
69.0,  6.470,  6.985,  7.558,  8.196,  8.908,  9.708,  10.607
69.5,  6.559,  7.081,  7.662,  8.309,  9.032,  9.843,  10.756
70.0,  6.647,  7.177,  7.766,  8.423,  9.156,  9.979,  10.905
70.5,  6.735,  7.273,  7.870,  8.536,  9.280,  10.114,  11.053
71.0,  6.823,  7.368,  7.973,  8.648,  9.402,  10.248,  11.201
71.5,  6.909,  7.462,  8.075,  8.759,  9.524,  10.382,  11.348
72.0,  6.995,  7.555,  8.177,  8.870,  9.645,  10.514,  11.493
72.5,  7.080,  7.647,  8.277,  8.979,  9.764,  10.645,  11.637
73.0,  7.163,  7.737,  8.375,  9.086,  9.882,  10.774,  11.78
73.5,  7.246,  7.827,  8.473,  9.193,  9.998,  10.902,  11.92
74.0,  7.327,  7.915,  8.568,  9.297,  10.113,  11.028,  12.059
74.5,  7.407,  8.002,  8.663,  9.401,  10.226,  11.152,  12.195
75.0,  7.486,  8.088,  8.757,  9.503,  10.338,  11.275,  12.33
75.5,  7.565,  8.173,  8.850,  9.604,  10.448,  11.396,  12.464
76.0,  7.641,  8.257,  8.940,  9.703,  10.557,  11.515,  12.595
76.5,  7.717,  8.339,  9.030,  9.801,  10.663,  11.632,  12.723
77.0,  7.792,  8.420,  9.118,  9.896,  10.768,  11.746,  12.848
77.5,  7.865,  8.499,  9.204,  9.990,  10.870,  11.858,  12.972
78.0,  7.938,  8.578,  9.289,  10.083,  10.971,  11.968,  13.092
78.5,  8.010,  8.655,  9.373,  10.174,  11.070,  12.077,  13.211
79.0,  8.082,  8.733,  9.457,  10.265,  11.169,  12.184,  13.328
79.5,  8.154,  8.811,  9.541,  10.356,  11.267,  12.291,  13.445
80.0,  8.227,  8.890,  9.626,  10.448,  11.367,  12.399,  13.561
80.5,  8.302,  8.970,  9.712,  10.540,  11.467,  12.507,  13.679
81.0,  8.379,  9.052,  9.800,  10.635,  11.569,  12.617,  13.798
81.5,  8.457,  9.136,  9.891,  10.732,  11.673,  12.730,  13.92
82.0,  8.538,  9.223,  9.984,  10.832,  11.781,  12.845,  14.044
82.5,  8.623,  9.313,  10.080,  10.935,  11.891,  12.964,  14.172
83.0,  8.710,  9.406,  10.179,  11.042,  12.005,  13.086,  14.303
83.5,  8.800,  9.503,  10.282,  11.152,  12.123,  13.213,  14.439
84.0,  8.894,  9.602,  10.389,  11.265,  12.244,  13.342,  14.578
84.5,  8.990,  9.705,  10.498,  11.382,  12.369,  13.476,  14.721
85.0,  9.088,  9.809,  10.610,  11.501,  12.496,  13.612,  14.866
85.5,  9.189,  9.916,  10.723,  11.622,  12.625,  13.750,  15.014
86.0,  9.290,  10.024,  10.838,  11.744,  12.756,  13.890,  15.163
86.5,  9.392,  10.133,  10.954,  11.868,  12.888,  14.030,  15.314
87.0,  9.637,  10.393,  11.232,  12.164,  13.205,  14.370,  15.677
87.5,  9.738,  10.501,  11.347,  12.287,  13.336,  14.510,  15.828
88.0,  9.838,  10.607,  11.460,  12.409,  13.467,  14.650,  15.979
88.5,  9.937,  10.713,  11.573,  12.530,  13.597,  14.790,  16.129
89.0,  10.034,  10.817,  11.685,  12.650,  13.725,  14.928,  16.278
89.5,  10.130,  10.920,  11.795,  12.768,  13.853,  15.066,  16.428
90.0,  10.226,  11.022,  11.905,  12.886,  13.980,  15.204,  16.576
90.5,  10.320,  11.123,  12.014,  13.004,  14.107,  15.341,  16.725
91.0,  10.414,  11.224,  12.123,  13.121,  14.234,  15.478,  16.874
91.5,  10.507,  11.324,  12.231,  13.238,  14.360,  15.615,  17.024
92.0,  10.599,  11.424,  12.338,  13.354,  14.487,  15.753,  17.174
92.5,  10.691,  11.523,  12.445,  13.470,  14.613,  15.891,  17.325
93.0,  10.782,  11.622,  12.552,  13.587,  14.740,  16.030,  17.477
93.5,  10.873,  11.721,  12.660,  13.704,  14.868,  16.170,  17.63
94.0,  10.964,  11.820,  12.768,  13.822,  14.997,  16.311,  17.786
94.5,  11.056,  11.919,  12.876,  13.940,  15.127,  16.454,  17.943
95.0,  11.148,  12.020,  12.986,  14.060,  15.258,  16.598,  18.103
95.5,  11.241,  12.121,  13.096,  14.181,  15.391,  16.745,  18.265
96.0,  11.334,  12.223,  13.208,  14.304,  15.526,  16.894,  18.43
96.5,  11.428,  12.326,  13.321,  14.428,  15.663,  17.046,  18.599
97.0,  11.524,  12.430,  13.436,  14.555,  15.803,  17.201,  18.771
97.5,  11.620,  12.536,  13.552,  14.683,  15.946,  17.359,  18.948
98.0,  11.718,  12.644,  13.671,  14.814,  16.090,  17.520,  19.127
98.5,  11.817,  12.752,  13.791,  14.947,  16.238,  17.684,  19.311
99.0,  11.917,  12.863,  13.913,  15.082,  16.388,  17.852,  19.498
99.5,  12.018,  12.974,  14.036,  15.219,  16.540,  18.022,  19.688
100.0,  12.120,  13.087,  14.161,  15.358,  16.695,  18.195,  19.883
100.5,  12.224,  13.201,  14.288,  15.498,  16.852,  18.371,  20.081
101.0,  12.328,  13.317,  14.416,  15.641,  17.012,  18.550,  20.282
101.5,  12.433,  13.433,  14.545,  15.786,  17.173,  18.731,  20.487
102.0,  12.539,  13.551,  14.676,  15.932,  17.337,  18.915,  20.694
102.5,  12.647,  13.670,  14.809,  16.080,  17.503,  19.102,  20.904
103.0,  12.755,  13.791,  14.943,  16.230,  17.671,  19.291,  21.118
103.5,  12.865,  13.912,  15.079,  16.381,  17.841,  19.482,  21.334
104.0,  12.975,  14.035,  15.215,  16.534,  18.013,  19.675,  21.553
104.5,  13.086,  14.159,  15.353,  16.689,  18.186,  19.871,  21.775
105.0,  13.198,  14.283,  15.493,  16.845,  18.362,  20.070,  22
105.5,  13.312,  14.410,  15.634,  17.004,  18.540,  20.271,  22.227
106.0,  13.426,  14.537,  15.777,  17.164,  18.721,  20.475,  22.458
106.5,  13.542,  14.667,  15.921,  17.326,  18.903,  20.680,  22.692
107.0,  13.658,  14.797,  16.067,  17.489,  19.088,  20.890,  22.93
107.5,  13.776,  14.928,  16.214,  17.655,  19.274,  21.101,  23.17
108.0,  13.895,  15.061,  16.363,  17.823,  19.464,  21.316,  23.415
108.5,  14.015,  15.195,  16.514,  17.992,  19.655,  21.533,  23.662
109.0,  14.137,  15.332,  16.667,  18.164,  19.850,  21.754,  23.913
109.5,  14.260,  15.470,  16.822,  18.339,  20.047,  21.978,  24.169
110.0,  14.385,  15.609,  16.979,  18.516,  20.247,  22.205,  24.428
110.5,  14.511,  15.751,  17.138,  18.695,  20.450,  22.435,  24.69
111.0,  14.639,  15.894,  17.298,  18.876,  20.655,  22.668,  24.955
111.5,  14.768,  16.038,  17.461,  19.059,  20.862,  22.903,  25.224
112.0,  14.898,  16.184,  17.624,  19.244,  21.071,  23.141,  25.496
112.5,  15.029,  16.331,  17.790,  19.430,  21.282,  23.381,  25.77
113.0,  15.162,  16.479,  17.957,  19.618,  21.495,  23.623,  26.047
113.5,  15.296,  16.629,  18.125,  19.808,  21.710,  23.868,  26.325
114.0,  15.429,  16.779,  18.294,  19.999,  21.927,  24.114,  26.607
114.5,  15.565,  16.931,  18.464,  20.191,  22.144,  24.362,  26.891
115.0,  15.700,  17.083,  18.635,  20.385,  22.364,  24.612,  27.176
115.5,  15.836,  17.236,  18.807,  20.579,  22.584,  24.863,  27.463
116.0,  15.974,  17.389,  18.980,  20.774,  22.805,  25.115,  27.752
116.5,  16.111,  17.543,  19.153,  20.970,  23.028,  25.368,  28.042
117.0,  16.248,  17.697,  19.327,  21.167,  23.251,  25.623,  28.334
117.5,  16.385,  17.852,  19.501,  21.364,  23.475,  25.879,  28.627
118.0,  16.523,  18.006,  19.676,  21.561,  23.699,  26.135,  28.921
118.5,  16.660,  18.161,  19.850,  21.759,  23.924,  26.392,  29.216
119.0,  16.798,  18.316,  20.025,  21.957,  24.150,  26.650,  29.512
119.5,  16.935,  18.470,  20.199,  22.155,  24.375,  26.908,  29.81
120.0,  17.072,  18.624,  20.374,  22.353,  24.601,  27.167,  30.107
